"Feature","Data_Type","Category","Sub_Category","ACH-000048","ACH-000091","ACH-000123","ACH-000132","ACH-000237","ACH-000278","ACH-000324","ACH-000524","ACH-000527","ACH-000542","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947"
"PICTILISIB (BRD:BRD-K52911425-001-09-8)_sec","num","Drug Screen","Prism Secondary",0.7600313,0.8539069,0.7757779,0.9373109,0.7994238,0.8869121,NA,0.7689111,NA,0.9304996,0.6704328,0.5608102,NA,0.8250628,0.9052126,0.8497526,0.9741212,0.6897743,0.7796152,0.7585323,0.8812456,0.8179217,NA
"PTEROSTILBENE (BRD:BRD-K53097745-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.6574855,0.8998026,0.6664071,0.8108525,0.9659568,0.9474851,0.6664484,0.9705536,NA,0.7718394,0.801273,0.7563213,NA,0.9526555,NA,0.67399,NA,NA,NA,0.8358512,0.7911931,NA,NA
"ASP-4130 (BRD:BRD-K53414658-001-08-2)_sec","num","Drug Screen","Prism Secondary",0.8854889,0.8804313,0.6991865,0.8873726,0.8899193,0.8114851,0.8895431,NA,0.8510135,NA,0.8768351,0.8573455,NA,NA,0.8129287,NA,NA,NA,0.8602933,0.8844127,0.870975,0.7911838,0.7204161
"OTS167 (BRD:BRD-K53417444-003-03-1)_sec","num","Drug Screen","Prism Secondary",0.3269293,0.4721495,0.2878402,0.3026485,0.410803,0.4567138,0.3542728,0.3592554,0.4721163,0.4093818,0.4005058,0.4650827,0.3942298,0.4156399,0.5747931,0.3826776,0.4322519,0.4546716,0.3810682,0.363455,0.4381466,0.4433581,0.3682934
"ARCTIGENIN (BRD:BRD-K53523901-001-04-4)_sec","num","Drug Screen","Prism Secondary",0.7501706,0.8862549,NA,NA,0.9310651,0.9149184,0.9110263,0.8277571,0.8926025,0.9366263,0.851894,NA,NA,0.9676686,0.9947944,0.9148473,0.893194,0.897098,0.8224526,0.9553811,0.8752971,0.9443151,0.8596517
"AURORA-A-INHIBITOR-I (BRD:BRD-K53561341-001-07-5)_sec","num","Drug Screen","Prism Secondary",0.8253843,NA,0.811862,0.885334,0.9071348,0.9249935,0.7974719,0.8359246,0.8374733,0.8964358,0.8840996,0.8759614,0.9536468,0.8548362,0.8807986,0.8819387,0.8454905,0.8917827,0.8806146,0.9277274,0.8495089,NA,0.8502917
"BARICITINIB (BRD:BRD-K53581288-001-02-9)_sec","num","Drug Screen","Prism Secondary",0.8761009,0.886578,0.9239873,0.9148303,0.9498143,0.8992215,0.9014667,0.9149586,0.9990645,0.895235,0.8707345,NA,0.7774962,0.9402118,0.9035342,NA,0.8802004,0.862187,0.8594183,0.8782963,0.845688,0.8675417,0.849438
"MK-5108 (BRD:BRD-K53665955-001-03-0)_sec","num","Drug Screen","Prism Secondary",0.7120618,0.759781,0.7643368,0.8157512,0.7338289,NA,NA,0.7512768,NA,NA,0.7972655,0.8334878,0.8454871,0.8141879,0.8240032,0.8222569,0.7995242,0.8042222,0.7803538,NA,0.7220681,0.7872771,NA
"CINALUKAST (BRD:BRD-K53720352-001-03-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8537275,0.9895547,NA,NA,0.8681481,NA,NA,NA,NA,NA,NA,NA,NA,0.8127278,0.9502904,NA,NA,NA,NA,NA,NA
"BIIB-057 (BRD:BRD-K53734668-003-02-0)_sec","num","Drug Screen","Prism Secondary",0.8949837,0.9563239,0.8309359,0.9268304,0.9360475,0.9438277,NA,0.9112083,0.9045029,0.9070708,0.9067589,NA,0.9757086,0.9009398,0.9490521,0.9278215,0.8953026,0.8575629,0.8822771,0.9461224,NA,0.9010802,0.9456108
"RUXOLITINIB (BRD:BRD-K53972329-001-07-0)_sec","num","Drug Screen","Prism Secondary",0.9789685,0.8684313,0.9933516,0.9771448,0.9385867,0.8970047,0.908089,NA,0.9976186,NA,NA,0.9049318,NA,NA,NA,0.9282354,NA,0.992253,0.9313072,0.7775203,0.8566338,NA,0.9931903
"REMOXIPRIDE (BRD:BRD-K54094468-003-11-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9644396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMPD-1 (BRD:BRD-K54095730-001-03-1)_sec","num","Drug Screen","Prism Secondary",0.7879877,0.8314263,0.6764567,0.9129923,0.8195821,0.8474252,0.7452459,0.7688275,0.6875114,0.8972132,0.8178871,0.8637938,0.7871088,0.8668954,0.9008224,0.8241164,0.7890533,0.843764,0.8679354,0.8533354,0.8304632,0.8551554,0.8135612
"DICHLORISONE-ACETATE (BRD:BRD-K54187111-001-09-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9969744,NA,0.8682335,NA,NA,NA,NA,NA,NA,0.99738,0.9214625,NA,NA,NA
"HALOFUGINONE (BRD:BRD-K54247840-004-01-3)_sec","num","Drug Screen","Prism Secondary",0.6831113,0.5526561,0.6795553,0.5592992,0.533421,0.5990158,0.5644193,0.6515403,0.5710368,0.5665713,0.5788339,0.4572227,0.6960898,0.5607599,0.647026,NA,0.6552529,0.6331934,0.6460029,0.5855541,0.6696972,0.5648741,0.6897348
"ADAVOSERTIB (BRD:BRD-K54256913-001-08-7)_sec","num","Drug Screen","Prism Secondary",0.6967112,0.7869517,0.756271,0.946997,0.7696741,0.8208438,0.7859529,NA,0.8524493,0.844781,0.7733047,0.8917496,NA,0.7408135,NA,0.7293073,0.5696372,0.6561557,0.8163002,0.7995834,0.7729032,NA,0.854891
"MONOBENZONE (BRD:BRD-K54262262-001-09-0)_sec","num","Drug Screen","Prism Secondary",0.9309193,0.948707,NA,0.8867362,0.9350293,0.9227263,NA,0.9582773,NA,0.8925536,0.88748,NA,NA,0.9599933,NA,0.6445944,NA,0.9872157,NA,NA,0.8859873,0.9560144,NA
"ZOLMITRIPTAN (BRD:BRD-K54314721-001-10-2)_sec","num","Drug Screen","Prism Secondary",0.870903,NA,0.7823727,0.9073288,0.8673979,NA,NA,NA,NA,0.8949947,0.862374,NA,0.9951413,NA,NA,0.9255103,0.8667089,NA,0.9295052,0.9071289,0.8508531,0.9743799,NA
"PR-619 (BRD:BRD-K54395039-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.718796,NA,0.8332119,0.8475952,0.8122094,NA,0.6776561,0.8964126,0.8712293,NA,NA,0.8009842,0.9006926,0.8378874,0.8810919,0.6849523,0.8210986,0.8742541,0.8678931,0.8626785,0.8359863,NA,NA
"JQ1-(+) (BRD:BRD-K54606188-001-13-1)_sec","num","Drug Screen","Prism Secondary",0.6991291,0.8416757,0.8480896,NA,0.8358779,0.9161852,NA,0.7650153,0.9443983,0.8996392,0.8045298,0.798106,NA,0.8270664,NA,NA,0.8084798,0.8756127,0.8464463,0.8929669,0.739195,0.7241017,0.7967425
"ARTESUNATE (BRD:BRD-K54634444-001-05-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8353886,NA,0.964381,0.9795249,NA,NA,0.9343618,0.8903156,0.8811929,0.9875498,NA,NA,NA,NA,NA,NA,NA,NA,0.9900689,NA,0.8659229
"FUDOSTEINE (BRD:BRD-K54838207-001-03-8)_sec","num","Drug Screen","Prism Secondary",0.9277718,0.9671479,0.8391203,0.865026,0.8752825,NA,0.949951,NA,0.8700308,0.9034275,0.9013824,0.9116647,0.994511,NA,0.8934513,0.8584384,0.9284615,NA,0.8975691,NA,0.940115,0.9113311,0.920589
"EQUOL (BRD:BRD-K54847683-001-04-0)_sec","num","Drug Screen","Prism Secondary",NA,0.7662826,0.8221836,0.8182128,NA,NA,NA,NA,NA,NA,0.9718763,NA,0.9270362,NA,NA,NA,0.9429962,0.9376928,0.9088959,0.9651572,NA,NA,NA
"NIRAPARIB (BRD:BRD-K54955827-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.7422779,0.9117691,0.8381541,0.9991457,0.7994203,0.9465043,NA,NA,0.9426554,NA,0.7502202,0.9534198,NA,0.8597672,0.9826841,0.8527998,0.8937636,0.9504438,0.9148149,0.8096793,0.9867964,0.8774133,0.7303851
"ALPELISIB (BRD:BRD-K54997624-001-06-0)_sec","num","Drug Screen","Prism Secondary",NA,0.9613938,NA,NA,0.9468272,0.9672191,0.8853626,NA,NA,NA,NA,0.8311064,NA,NA,NA,0.6629875,0.9013815,0.8212304,0.9416176,0.7812023,NA,NA,0.9430851
"AMOXICILLIN (BRD:BRD-K55044200-001-15-3)_sec","num","Drug Screen","Prism Secondary",NA,0.923887,NA,0.8684804,NA,NA,0.8863265,NA,0.9413521,0.8343865,NA,0.9030759,NA,NA,NA,NA,NA,0.9905224,0.9553487,NA,NA,NA,NA
"RIGOSERTIB (BRD:BRD-K55187425-236-05-2)_sec","num","Drug Screen","Prism Secondary",0.508039,0.4787631,0.4929517,0.8945834,0.5194169,0.9660628,NA,NA,NA,0.6512997,0.7191966,0.7268794,NA,0.6181548,NA,NA,0.7393566,NA,0.7095714,0.5843957,NA,NA,0.6708297
"SC-144 (BRD:BRD-K55305701-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.7418048,0.7386061,0.737083,NA,0.7820114,0.8013664,0.7744048,NA,NA,0.8010627,0.782429,0.6849136,NA,0.8049552,NA,0.7434737,0.7985969,NA,0.7942016,0.7691817,0.7185008,0.7140521,NA
"AM-404 (BRD:BRD-K55462201-001-07-3)_sec","num","Drug Screen","Prism Secondary",0.8082157,NA,NA,NA,0.9728001,NA,0.9089878,NA,0.7802594,NA,NA,0.9425776,NA,0.9296083,0.88849,NA,NA,0.9492467,0.9543973,0.9788132,0.8779376,NA,NA
"TORCETRAPIB (BRD:BRD-K55675242-001-03-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9487776,NA,NA,NA,NA,NA,NA,0.9129291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOPOTECAN (BRD:BRD-K55696337-003-24-4)_sec","num","Drug Screen","Prism Secondary",0.3834528,0.4233806,0.3567449,0.4953474,0.4295043,0.3314306,0.4942474,0.5082839,0.5470525,0.5562886,0.4093845,0.4837827,NA,0.3939226,0.8120902,0.3134753,0.4350562,0.7493241,0.5343948,0.4177613,0.3829585,0.4399127,0.46392
"LATREPIRDINE (BRD:BRD-K55703048-001-07-7)_sec","num","Drug Screen","Prism Secondary",NA,0.8484248,0.7330223,0.8936634,0.978032,NA,0.7210026,NA,NA,NA,NA,NA,NA,NA,0.9549,NA,0.8918207,0.8508607,0.9318231,0.965654,0.867674,NA,NA
"ORANTINIB (BRD:BRD-K55966568-001-05-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9549674,NA,NA,NA,NA,NA,NA,0.978789,NA,NA,NA,0.9017064,NA,NA,NA,NA,NA,NA,NA
"AP26113 (BRD:BRD-K56032964-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.8025051,0.9811931,0.770144,NA,0.8796847,0.8787999,0.8817428,0.816115,NA,0.7459405,NA,0.8174497,0.8523793,0.899963,0.9286554,0.9010381,0.7291577,0.8049626,0.9230496,0.980877,0.8582706,NA,NA
"MGCD-265 (BRD:BRD-K56277358-001-07-5)_sec","num","Drug Screen","Prism Secondary",0.8908138,0.9646495,0.9297075,0.8910599,0.9179907,0.9076548,0.9250643,0.9542377,0.8163772,NA,0.8853145,0.8801687,NA,0.9452534,0.8592731,0.947484,0.7934622,0.9456086,0.9219544,0.9612377,0.8694755,0.9674648,0.8977786
"SAR245409 (BRD:BRD-K56291712-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.85674,0.8994628,NA,NA,0.8043778,0.9136096,0.8619957,0.7678223,0.7504369,0.9579412,0.8531173,0.7109591,0.8186437,NA,0.8535461,0.9472681,0.8953132,0.8726638,0.918268,0.8756775,0.8488596,0.8258937,0.8881548
"ABT-737 (BRD:BRD-K56301217-001-07-4)_sec","num","Drug Screen","Prism Secondary",0.9264314,0.9413972,0.957488,NA,0.9142203,NA,0.9684042,NA,0.8990234,NA,NA,NA,0.8651256,NA,NA,NA,0.9775203,0.8757991,NA,NA,0.8978064,NA,NA
"AMONAFIDE (BRD:BRD-K56334280-001-05-1)_sec","num","Drug Screen","Prism Secondary",0.8670458,0.8416432,NA,0.9830363,0.8564235,0.8586937,0.8598848,NA,0.817645,0.9170765,0.8310242,0.6792216,NA,0.9013667,0.9084584,NA,NA,NA,0.8812167,0.9805616,0.8217685,0.8996289,0.8460846
"VEMURAFENIB (BRD:BRD-K56343971-001-14-8)_sec","num","Drug Screen","Prism Secondary",0.9888927,0.7930414,0.7436711,0.9468921,NA,NA,0.9978992,0.9314419,NA,NA,0.8386162,NA,NA,0.9771673,NA,NA,0.9114044,0.976333,NA,NA,NA,NA,NA
"MK-2461 (BRD:BRD-K56405753-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.8842402,0.9657547,0.9454249,NA,0.7829984,NA,NA,NA,0.8825478,0.8428856,0.8646384,0.8332993,NA,NA,NA,NA,0.8950109,0.890185,0.8908314,0.8765708,0.7970908,0.8170985,0.8014488
"CHICAGO-SKY-BLUE-6B (BRD:BRD-K56483981-342-06-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9695972,NA,NA,NA,NA,NA,NA,NA
"CLOFAZIMINE (BRD:BRD-K56614220-001-19-0)_sec","num","Drug Screen","Prism Secondary",0.9950843,0.9617457,0.9586976,NA,NA,NA,NA,0.886675,0.8721922,NA,0.9824837,NA,NA,NA,NA,NA,0.9620568,NA,NA,NA,NA,0.9766138,NA
"NITARSONE (BRD:BRD-K56707426-001-02-0)_sec","num","Drug Screen","Prism Secondary",0.9185662,0.8949437,0.8119435,NA,0.7993921,NA,0.8633159,0.9752205,0.8632221,NA,NA,0.8799847,NA,0.8817234,0.8729984,NA,0.8994425,0.853909,0.8795667,0.8845813,0.7392068,NA,NA
"Y-39983 (BRD:BRD-K56751279-300-01-4)_sec","num","Drug Screen","Prism Secondary",0.8945292,0.9713171,NA,NA,0.8593378,NA,0.9211716,NA,NA,NA,NA,0.902067,NA,0.912759,NA,NA,NA,0.9615596,NA,0.9124685,0.9644692,NA,NA
"ENZALUTAMIDE (BRD:BRD-K56851771-001-06-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9619847,NA,NA,NA,NA,NA,NA,NA,NA,0.8606271,NA,NA,NA,0.9243101,NA,NA,NA,NA,NA,NA,NA
"FLUROXENE (BRD:BRD-K56908511-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.9634159,NA,0.7888899,NA,NA,NA,NA,NA,0.9764838,0.9421428,0.9637141,NA,NA,NA,NA,NA,0.9067201,NA,NA,NA,NA,0.8040944,NA
"DACINOSTAT (BRD:BRD-K56957086-001-06-3)_sec","num","Drug Screen","Prism Secondary",0.6856504,NA,0.427458,0.6552715,0.5479966,0.6404252,0.5839918,0.5587288,0.7008022,0.5572761,NA,0.5885277,0.7515105,0.4817107,0.6044705,0.5610647,0.6056426,0.5784893,0.5569936,0.5687355,0.5368795,0.580637,0.5888181
"BRIGATINIB (BRD:BRD-K56981171-001-01-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,0.9083864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIGATINIB (BRD:BRD-K56981171-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.800411,NA,NA,0.9098611,0.7715121,0.8877307,0.8230664,NA,0.8924036,NA,0.8448771,0.8177211,NA,0.9548078,0.8928233,0.9790741,0.8547414,0.6926106,0.9525394,0.7659345,0.8465371,0.8220861,NA
"ARRY-886 (BRD:BRD-K57080016-001-15-9)_sec","num","Drug Screen","Prism Secondary",0.9559524,NA,0.9075433,NA,NA,NA,NA,NA,NA,0.6402866,NA,0.8795767,NA,0.9910683,NA,NA,0.9719156,0.9939596,0.7383127,0.8783337,0.9611307,0.7857151,0.9361976
"CCT129202 (BRD:BRD-K57136142-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.827114,0.8897113,0.7385778,NA,0.9049146,0.884908,0.8585633,NA,NA,0.9102454,NA,0.8832199,0.6935076,0.8898371,0.9355195,0.9906476,0.8806578,0.8432911,0.8712035,0.8781157,0.8864041,0.8749854,0.8536539
"DACOMITINIB (BRD:BRD-K57169635-001-04-5)_sec","num","Drug Screen","Prism Secondary",0.8041022,0.8815303,0.8858259,0.9438056,0.9541907,0.7167642,0.55148,NA,NA,0.8607776,NA,0.6816618,NA,0.9772868,0.8159115,0.7084481,0.7225018,0.4676998,NA,0.8657334,0.6475572,0.8930968,0.8408717
"RO-9187 (BRD:BRD-K57284066-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.880088,0.9195363,0.8927588,0.9291469,0.9363681,0.7561597,0.9216917,0.8067435,0.9460144,NA,0.8731193,0.9874015,NA,0.9419482,0.9495727,0.9499338,0.8244284,0.9006597,0.8896368,NA,0.9312087,0.8702427,0.8862223
"BW-180C (BRD:BRD-K57927309-001-01-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9805251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THIOSTREPTON (BRD:BRD-K58049875-001-04-7)_sec","num","Drug Screen","Prism Secondary",0.772374,NA,0.7588314,0.8112414,0.8745732,0.8582233,0.8089814,0.726169,0.7874711,NA,NA,0.8244807,NA,0.8348939,0.8953377,0.9304838,0.7998012,0.7093686,0.7652038,0.7746401,0.8701199,NA,NA
"HESPERADIN (BRD:BRD-K58122457-001-02-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.3178927,0.6878339,0.4138679,0.5758623,NA,NA,0.6084819,NA,NA,0.5305045,0.6472784,0.5293726,0.6251638,0.4635365,0.4411509,NA,0.5499699,0.5663209,0.4543022,NA,NA
"BETAMETHASONE-DIPROPIONATE (BRD:BRD-K58148589-001-03-6)_sec","num","Drug Screen","Prism Secondary",NA,0.9002018,0.8571523,0.915454,NA,0.9222334,0.8532339,NA,0.8383267,0.8459309,0.9355048,0.8786656,NA,NA,NA,NA,NA,NA,0.8329735,0.9965777,0.8522752,0.8719513,NA
"DOXIFLURIDINE (BRD:BRD-K58262659-001-09-7)_sec","num","Drug Screen","Prism Secondary",0.8911481,NA,NA,NA,0.953602,0.9438108,0.8964113,0.8979166,0.7637691,NA,0.8721985,0.8799932,0.8877592,0.9546745,0.9525427,NA,0.9607306,0.9078173,0.9352903,0.8799031,0.7163946,0.9020977,0.969576
"RO-90-7501 (BRD:BRD-K58299615-001-03-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,0.9272561,NA,NA,0.9820491,NA,NA,NA,0.9775878,NA,NA,NA,0.9463133,NA,NA,0.927672,NA
"AT13387 (BRD:BRD-K58435339-001-03-0)_sec","num","Drug Screen","Prism Secondary",0.6101893,0.8978433,0.5509333,0.8795572,0.5968681,0.6059873,0.8284053,NA,0.8962339,0.6163733,NA,0.6344666,NA,0.5657625,NA,NA,0.6861511,0.6686265,0.6494338,0.6840648,0.7203016,0.6323659,0.7316472
"PALMATINE-CHLORIDE (BRD:BRD-K58466253-003-14-0)_sec","num","Drug Screen","Prism Secondary",0.8614803,NA,NA,NA,NA,0.9044849,NA,0.8343942,NA,NA,0.9064502,NA,NA,NA,NA,NA,0.8762773,NA,NA,NA,NA,NA,0.8785744
"ONC201 (BRD:BRD-K58529924-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.9241609,0.9390352,0.639711,0.9286783,NA,0.951485,0.9804194,NA,NA,NA,0.8715985,0.8744195,NA,0.941953,NA,0.9089855,NA,0.9651406,0.9223199,NA,NA,0.8491399,0.859278
"FK-866 (BRD:BRD-K58550667-001-08-7)_sec","num","Drug Screen","Prism Secondary",0.6520012,0.7881286,0.7094878,0.7928247,0.8443166,0.6154879,0.8192852,NA,0.6199762,0.4927518,NA,0.8134479,NA,0.6640322,NA,0.6984448,0.7766639,0.7749725,0.7519628,0.7948364,0.6435181,NA,0.6088388
"NMS-E973 (BRD:BRD-K58770988-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.680822,0.6389444,0.5005782,0.7070723,0.8238836,0.6963549,0.7016629,0.6125501,0.7085355,0.6263373,NA,0.8045374,0.758474,0.6953393,0.8319442,0.8102584,0.6552431,0.67396,0.6794009,0.6242414,0.5688141,0.7110167,NA
"AK-55409 (BRD:BRD-K58772419-001-07-0)_sec","num","Drug Screen","Prism Secondary",0.759957,0.8226362,0.76773,0.8251371,0.7458408,0.7709465,0.7887562,0.6997367,0.7410728,0.8270867,0.7514962,0.8064119,0.8631044,0.7200684,0.8501944,NA,0.7751639,0.7284232,0.7366688,0.7286223,0.6955428,0.8584468,0.7801669
"ACETYLCYSTEINE (BRD:BRD-K59058747-001-18-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9486062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZ3146 (BRD:BRD-K59146805-001-03-7)_sec","num","Drug Screen","Prism Secondary",NA,0.876237,0.8229301,NA,0.821666,0.9062419,NA,0.7098415,NA,0.8709003,NA,NA,NA,0.9150657,NA,0.9418709,0.8326103,0.9214466,0.9016888,0.8868903,0.8340175,0.8673007,NA
"NAPROXEN (BRD:BRD-K59197931-001-04-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.93078,NA,NA,NA,NA,NA,NA,0.918543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLN0128 (BRD:BRD-K59317601-001-05-5)_sec","num","Drug Screen","Prism Secondary",0.3954998,0.5007545,NA,0.8762506,0.6084583,0.5854541,0.6937088,NA,0.7772068,NA,0.5584435,0.4833622,NA,0.8300087,0.6950157,0.4014858,0.8895017,0.6508268,0.4324802,0.4468067,0.5610833,NA,0.4747852
"DELANZOMIB (BRD:BRD-K59325863-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.5484537,0.4357355,0.4314486,0.4919607,0.3314197,NA,0.5173104,0.5127887,0.5646209,NA,0.4456495,0.4404981,0.6277463,0.4770046,0.5977895,0.521539,0.4208493,0.4216698,0.532391,0.436748,0.3123357,0.464362,NA
"TEDIZOLID (BRD:BRD-K59436580-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.7855604,0.8547034,0.8830027,0.8692992,0.8404466,0.8630087,0.8868464,0.8195077,0.8231525,0.8764225,NA,NA,0.542535,0.9397864,0.9316023,0.9800304,0.8403742,0.8674007,0.8454806,0.8722466,0.868193,0.8648608,NA
"PIPERINE (BRD:BRD-K59522102-001-14-6)_sec","num","Drug Screen","Prism Secondary",0.9956036,NA,0.8576673,0.9902987,NA,0.9663864,NA,NA,NA,NA,NA,NA,0.9355925,NA,NA,NA,NA,0.9064609,NA,0.9407065,0.9688799,NA,NA
"UBENIMEX (BRD:BRD-K59574735-001-11-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.8088658,NA,NA,NA,NA,NA,NA,NA,NA,0.8340886,0.9423595,NA,NA,NA,0.9778403,NA,NA,NA,NA
"LEVOCARNITINE (BRD:BRD-K59647213-001-10-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9958688,0.9647656,NA
"VINDESINE (BRD:BRD-K59753975-001-02-6)_sec","num","Drug Screen","Prism Secondary",0.3416269,0.4742257,0.4430494,0.5913728,0.3939294,0.4834554,0.5980827,0.907372,0.4457402,0.4829691,0.3675767,0.6333081,NA,0.4492115,0.7754178,0.7030774,0.3858287,0.6549126,0.497454,0.4177688,0.3544114,0.540378,0.3883007
"LDN-212854 (BRD:BRD-K59831625-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.8076062,0.8107334,0.8117412,0.7907359,0.7328522,0.812196,0.7957993,0.7944587,0.7338126,NA,0.797133,0.7452759,0.8191431,0.8007818,0.847573,0.7691005,0.7376778,0.7287985,0.7530774,0.8171253,0.7231782,0.7491783,0.7692509
"CYCLOVALONE (BRD:BRD-K59866480-001-07-3)_sec","num","Drug Screen","Prism Secondary",0.8572973,0.898916,NA,0.839605,0.915623,0.9075388,0.9269226,NA,0.9399389,0.8964545,0.8632554,0.9063662,NA,0.946757,0.9428879,0.9341568,0.8505912,0.8806168,0.9478202,0.9505291,0.9614197,0.977228,0.8587949
"CB-10-277 (BRD:BRD-K59929863-001-01-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.8337611,NA,NA,NA,NA,0.993194,0.959203,0.9403321,NA,NA,NA,NA,NA,NA,0.9223103,NA,NA,0.895079,NA
"SULFABENZAMIDE (BRD:BRD-K59983611-001-21-9)_sec","num","Drug Screen","Prism Secondary",0.8828237,NA,NA,NA,NA,0.9541051,NA,NA,0.8784592,0.9431969,0.9984003,0.8241362,NA,0.8660905,0.9611008,0.8786001,0.8860298,0.9173932,0.8777535,0.9791753,0.7531818,0.933647,NA
"CRYSTAL-VIOLET (BRD:BRD-K60025295-003-06-6)_sec","num","Drug Screen","Prism Secondary",0.3564575,0.2409832,0.2850726,0.4063624,0.5264027,0.2451013,0.2599318,0.603965,0.3275703,0.5046315,0.6761453,0.3253509,0.4498818,0.3049869,0.4388781,0.2744551,0.4129498,NA,0.2531172,0.307378,0.3256135,0.6055633,0.3996738
"TIAGABINE (BRD:BRD-K60160658-003-11-2)_sec","num","Drug Screen","Prism Secondary",NA,0.9346688,0.7659266,NA,NA,NA,0.9567448,0.9313998,NA,NA,NA,NA,0.8479795,0.8384776,NA,NA,NA,0.9715958,0.823216,NA,0.8536058,NA,NA
"TYRPHOSTIN-AG-99 (BRD:BRD-K60184833-001-05-6)_sec","num","Drug Screen","Prism Secondary",0.8154637,0.8684941,0.6845963,0.9164827,0.7976456,0.9159925,0.8343294,0.8350304,0.8559646,0.8599295,0.7600284,0.8554671,NA,0.7420784,0.8857216,0.7875637,0.7632025,0.8586094,0.8091494,0.8405988,0.7995558,0.7943754,0.7272685
"LLL CPD (BRD:BRD-K60230970-001-17-5)_sec","num","Drug Screen","Prism Secondary",0.5067905,0.436073,0.3617918,0.6047599,0.4608941,0.5583268,0.567711,0.5513702,0.6991435,0.5090506,0.469883,0.5315074,0.6399966,0.5877716,0.5948597,0.5891372,0.5391628,0.4464666,0.4490612,0.5364385,0.4407145,0.5795057,NA
"NIACIN (BRD:BRD-K60237333-001-27-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.7919107,NA,NA,NA,NA,NA,0.9120867,0.8562705,NA,0.9058781,0.8841837,0.950989,NA,0.9699241,NA,0.9755625,0.9214242,NA,NA,NA,NA
"GSK1292263 (BRD:BRD-K60341624-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.8198809,0.8975535,0.7150522,0.9133617,0.8745523,0.9198323,0.8928079,0.837868,NA,0.8906416,0.8117501,0.7871721,NA,0.896988,0.946828,0.9405879,NA,0.9082372,0.8870708,0.8634327,0.8628518,0.8886953,NA
"BRILLIANT-GREEN (BRD:BRD-K60348325-065-09-9)_sec","num","Drug Screen","Prism Secondary",0.4617193,0.540923,0.4870147,0.5890415,0.56883,0.5525873,0.5370128,0.5398948,0.4629966,0.5433132,0.5557867,0.5597783,0.5736668,0.5525733,0.7046463,NA,0.4691632,0.553182,0.5121511,0.5345542,0.5343243,0.5559053,0.4850483
